Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12339,chou gekijouban keroro gunsou 3: tenkuu daibouken de arimasu!,DS,2008.0,action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12342,the pinball of the dead,GBA,2002.0,misc,Sega,0.05,0.02,0.0,0.0,0.06
12343,growlanser iv: over reloaded,PSP,2011.0,role-playing,Atlus,0.0,0.0,0.06,0.0,0.06
12344,arc the lad: end of darkness,PS2,2004.0,role-playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06
12346,the king of route 66,PS2,2003.0,racing,Sega,0.03,0.02,0.0,0.01,0.06
12348,bubble bobble also featuring rainbow islands,PS,1995.0,puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0,0.06
12351,panzer tactics,DS,2007.0,strategy,10TACLE Studios,0.06,0.0,0.0,0.0,0.06
12353,robotica,SAT,1994.0,shooter,Sega,0.0,0.0,0.06,0.0,0.06
12354,deathrow: underground team combat,XB,2002.0,sports,Ubisoft,0.05,0.01,0.0,0.0,0.06
12355,land of the dead: road to fiddler's green,XB,2005.0,shooter,Groove Games,0.05,0.01,0.0,0.0,0.06
12356,r-types,PS,1998.0,shooter,Virgin Interactive,0.04,0.02,0.0,0.0,0.06
12357,star fighter,PS,1995.0,shooter,Telstar,0.04,0.02,0.0,0.0,0.06
12358,kuukan * zukei: hirameki training - kuutore,DS,2008.0,misc,Benesse,0.0,0.0,0.06,0.0,0.06
12359,osu! tatakae! ouendan,DS,2005.0,misc,Nintendo,0.0,0.0,0.06,0.0,0.06
12360,dissidia: final fantasy universal tuning,PSP,2009.0,fighting,Square Enix,0.0,0.0,0.06,0.0,0.06
12361,game center cx: 3-choume no arino,3DS,2014.0,action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12362,age of empires online,PC,2011.0,strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06
12364,meitantei conan: aoki houseki no rinbukyoku,DS,2011.0,adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12365,the legend of heroes: trails in the sky second chapter,PSP,2007.0,role-playing,Falcom Corporation,0.0,0.0,0.06,0.0,0.06
12366,challenge me: brain puzzles,DS,2009.0,puzzle,Oxygen Interactive,0.06,0.0,0.0,0.0,0.06
12369,from the abyss,DS,2008.0,role-playing,Nobilis,0.06,0.0,0.0,0.0,0.06
12371,tron 2.0: killer app,GBA,2004.0,action,Disney Interactive Studios,0.04,0.02,0.0,0.0,0.06
12373,mega minis volume 3,PSP,2011.0,misc,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.06
12374,jurassic park iii: park builder,GBA,2001.0,simulation,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06
12375,mario vs. donkey kong: tipping stars,3DS,2015.0,puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06
12376,unchained blades,PSP,2011.0,role-playing,FuRyu,0.0,0.0,0.06,0.0,0.06
12377,rurouni kenshin: meiji kenkaku romantan saisen,PSP,2011.0,fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12378,di-gata defenders,DS,2008.0,role-playing,Game Factory,0.06,0.0,0.0,0.0,0.06
12379,star trek: tactical assault,DS,2006.0,strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06
12381,warhammer: battle for atluma,PSP,2006.0,action,Namco Bandai Games,0.05,0.0,0.0,0.01,0.06
12382,sudoku ball detective,DS,2009.0,puzzle,Playlogic Game Factory,0.06,0.0,0.0,0.0,0.06
12383,lego bionicle,GBA,2001.0,platform,LEGO Media,0.04,0.02,0.0,0.0,0.06
12384,power shovel,PS,2000.0,action,JVC,0.03,0.02,0.0,0.0,0.06
12387,a lli s.v.: a ressha de gyoukou 3 super version,SNES,1995.0,simulation,Pack-In-Video,0.0,0.0,0.06,0.0,0.06
12388,spy games: elevator mission,WII,2007.0,shooter,Tommo,0.06,0.0,0.0,0.0,0.06
12390,song of the deep,PS4,2016.0,action,Insomniac Games,0.05,0.0,0.0,0.01,0.06
12391,earth defense force 2017 portable,PSV,2012.0,action,D3Publisher,0.0,0.0,0.06,0.0,0.06
12392,atelier iris 2: the azoth of destiny,PS2,2005.0,role-playing,Tecmo Koei,0.03,0.02,0.0,0.01,0.06
12393,there,PS,2002.0,simulation,Infogrames,0.03,0.02,0.0,0.0,0.06
12394,atari's greatest hits: volume 2,DS,2011.0,misc,Atari,0.06,0.0,0.0,0.0,0.06
12395,chuck e. cheese's playhouse,DS,2010.0,misc,UFO Interactive,0.06,0.0,0.0,0.0,0.06
12396,tokimeki no houkago,PS,1998.0,misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12397,championship surfer,PS,2000.0,sports,Mattel Interactive,0.03,0.02,0.0,0.0,0.06
12399,monster garage,XB,2004.0,strategy,Activision Value,0.05,0.01,0.0,0.0,0.06
12400,taiko no tatsujin: atsumete tomodachi daisakusen!,WIIU,2015.0,misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12401,the next big thing,PC,2011.0,adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06
12402,tecmo classic arcade,XB,2005.0,misc,Microsoft Game Studios,0.05,0.01,0.0,0.0,0.06
12403,2 games in 1: sonic pinball party & columns crown,GBA,2005.0,misc,Sega,0.04,0.02,0.0,0.0,0.06
12404,valentino rossi: the game,PS4,2016.0,racing,Namco Bandai Games,0.01,0.05,0.0,0.01,0.06
12406,mad maestro!,PS2,2001.0,misc,Eidos Interactive,0.03,0.02,0.0,0.01,0.06
12407,a-train: city simulator,3DS,2014.0,simulation,ArtDink,0.0,0.0,0.06,0.0,0.06
12408,densha de go! 3 tsuukinhen,PS2,2001.0,simulation,Taito,0.0,0.0,0.06,0.0,0.06
12409,biker mice from mars,PS2,2006.0,racing,Game Factory,0.03,0.02,0.0,0.01,0.06
12411,paws & claws: pampered pets 2,DS,2011.0,simulation,THQ,0.06,0.0,0.0,0.0,0.06
12412,daito giken koushiki pachi-slot simulator: ossu! banchou portable,PSP,2006.0,misc,Daito,0.0,0.0,0.06,0.0,0.06
12413,spongebob squarepants: plankton's robotic revenge,3DS,2013.0,shooter,Activision,0.0,0.06,0.0,0.0,0.06
12415,giants: citizen kabuto,PS2,2001.0,shooter,Interplay,0.03,0.02,0.0,0.01,0.06
12417,a new beginning,PC,2010.0,adventure,Deep Silver,0.0,0.05,0.0,0.01,0.06
12421,muppets party cruise,PS2,2003.0,misc,TDK Mediactive,0.03,0.02,0.0,0.01,0.06
12422,higurashi daybreak portable,PSP,2008.0,adventure,Alchemist,0.0,0.0,0.06,0.0,0.06
12423,crayon shin-chan: arashi o yobu kasukabe eiga stars!,3DS,2014.0,adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12426,winx club: quest for the codex,DS,2006.0,action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
12427,blast lacrosse,PS,2001.0,sports,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06
12428,devil's third,WIIU,2015.0,action,Nintendo,0.04,0.02,0.0,0.01,0.06
12430,arkanoid ds,DS,2007.0,puzzle,Square Enix,0.06,0.0,0.0,0.0,0.06
12431,kikou heidan j-phoenix,PS2,2001.0,action,Takara,0.0,0.0,0.06,0.0,0.06
12433,barbie and her sisters puppy rescue,WII,2015.0,action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.06
12434,zero escape: zero time dilemma,3DS,2016.0,adventure,Aksys Games,0.04,0.0,0.01,0.01,0.06
12435,shonen jump's shaman king: legacy of the spirits - soaring hawk/sprinting wolf,GBA,2005.0,action,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06
12436,bubble bobble: old & new,GBA,2002.0,puzzle,Empire Interactive,0.04,0.02,0.0,0.0,0.06
12438,naruto shippuden: gekito ninja taisen! special,WII,2010.0,fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06
12439,jissen pachislot secrets! fist of the north star f - seikimatsu kyuuseishu densetsu,PS3,2012.0,action,Sega,0.0,0.0,0.06,0.0,0.06
12440,akai katana shin,X360,2011.0,shooter,Cave,0.04,0.0,0.01,0.0,0.06
12441,kekkon: marriage,SAT,1995.0,adventure,Shogakukan,0.0,0.0,0.06,0.0,0.06
12443,nicola kanshuu: model * oshare audition 2,3DS,2011.0,action,Alchemist,0.0,0.0,0.06,0.0,0.06
12444,kimikiss,PS2,2006.0,adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06
12446,world cup of pool,DS,2009.0,sports,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06
12447,chevrolet camaro: wild ride,WII,2010.0,racing,Storm City Games,0.06,0.0,0.0,0.0,0.06
12448,imagine: cheerleader,DS,2009.0,simulation,Ubisoft,0.06,0.0,0.0,0.0,0.06
12450,hisshou pachinko*pachi-slot kouryaku series portable vol. 1: shinseiki evangelion - tamashii no kiseki,PSP,2010.0,misc,D3Publisher,0.0,0.0,0.06,0.0,0.06
12453,shining force feather,DS,2009.0,strategy,Sega,0.0,0.0,0.06,0.0,0.06
12454,s.t.a.l.k.e.r.: call of pripyat,PC,2009.0,shooter,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06
12456,disney's kim possible: global gemini,DS,2007.0,platform,Disney Interactive Studios,0.05,0.01,0.0,0.0,0.06
12457,big bang mini,DS,2009.0,shooter,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
12458,cocoto kart racer,WII,2008.0,racing,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06
12459,mobile suit gundam 00: gundam meisters,PS2,2008.0,action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12460,call of cthulhu: dark corners of the earth,XB,2005.0,adventure,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06
12462,coded arms: contagion,PSP,2007.0,shooter,Konami Digital Entertainment,0.05,0.0,0.0,0.01,0.06
12464,metal gear solid: social ops,PS2,2002.0,action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
12465,minna no ds seminar: kanpeki eitango ryoku,DS,2006.0,misc,TDK Core,0.0,0.0,0.06,0.0,0.06
12466,kurupoto cool cool stars,DS,2007.0,action,Starfish,0.06,0.0,0.0,0.0,0.06
12467,the witcher,PC,2007.0,role-playing,Atari,0.0,0.05,0.0,0.01,0.06
12468,penpen triicelon,DC,1998.0,racing,Infogrames,0.0,0.0,0.06,0.0,0.06
12469,kirarin * revolution: minna de odorou furi furi debut!,DS,2008.0,simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12470,grey's anatomy: the video game,WII,2009.0,adventure,Ubisoft,0.05,0.01,0.0,0.0,0.06
12472,dreamer series: zoo keeper,DS,2010.0,simulation,DreamCatcher Interactive,0.06,0.0,0.0,0.0,0.06
12473,warriors of the lost empire,PSP,2007.0,role-playing,Mercury Games,0.05,0.0,0.0,0.01,0.06
12475,crazy chicken tales,WII,2009.0,action,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06
12476,super robot wars og saga masou kishin f: coffin of the end,PS3,2014.0,strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12477,hagane no renkinjutsushi - fullmetal alchemist: yakusoku no hi e,PSP,2010.0,action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12483,playmobil knights,DS,2009.0,action,Mindscape,0.04,0.01,0.0,0.0,0.06
12485,dropcast,DS,2008.0,puzzle,THQ,0.06,0.0,0.0,0.0,0.06
12486,nazotoki battle tore! densetsu no makyuu o fukkatsu saseyo!,3DS,2014.0,action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12488,summon night 2,DS,2008.0,role-playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12489,chou soujuu mecha mg,DS,,simulation,Unknown,0.0,0.0,0.06,0.0,0.06
12494,everquest ii: destiny of velious,PC,2011.0,role-playing,Sony Online Entertainment,0.06,0.0,0.0,0.0,0.06
12495,rurouni kenshin: meiji kenyaku romantan - kansen,PSP,2012.0,action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12497,serious sam ii,XB,2005.0,shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06
12500,flipnic: ultimate pinball,PS2,2003.0,misc,Ubisoft,0.03,0.02,0.0,0.01,0.06
12501,eigo de tabisuru: little charo,DS,2011.0,misc,Nintendo,0.0,0.0,0.06,0.0,0.06
12505,d.c. ii p.s.: da capo ii plus situation,PS2,2008.0,adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06
12506,top gear hyper-bike,N64,1999.0,racing,Kemco,0.05,0.01,0.0,0.0,0.06
12508,olympic hockey 98,N64,1998.0,sports,GT Interactive,0.05,0.01,0.0,0.0,0.06
12512,virtual chess 64,N64,1998.0,misc,Titus,0.05,0.01,0.0,0.0,0.06
12514,mike piazza's strike zone,N64,1998.0,sports,GT Interactive,0.05,0.01,0.0,0.0,0.06
12516,star soldier: vanishing earth,N64,1998.0,shooter,Hudson Entertainment,0.05,0.01,0.0,0.0,0.06
12518,worms blast,GC,2002.0,puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06
12519,prinny: can i really be the hero? (us sales),PSP,,action,Unknown,0.06,0.0,0.0,0.0,0.06
12522,smile precure! let's go! marchen world,3DS,2012.0,action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12524,tokyo xtreme racer advance,GBA,2005.0,racing,Crave Entertainment,0.04,0.02,0.0,0.0,0.06
12525,destiny: the collection,PS4,2016.0,shooter,Activision,0.01,0.04,0.0,0.01,0.06
12526,gun showdown,PSP,2006.0,action,Activision,0.05,0.01,0.0,0.01,0.06
12530,foster's home for imaginary friends: imagination invaders,DS,2007.0,adventure,Midway Games,0.06,0.0,0.0,0.0,0.06
12531,i love beauty: hollywood makeover,DS,2009.0,misc,City Interactive,0.06,0.0,0.0,0.0,0.06
12532,power pro success legends,PSP,2010.0,sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12533,combat elite: wwii paratroopers,PS2,,shooter,Unknown,0.03,0.02,0.0,0.01,0.06
12534,rock blast,DS,2008.0,puzzle,UFO Interactive,0.06,0.0,0.0,0.0,0.06
12535,pheasants forever wingshooter,WII,2010.0,shooter,Unknown,0.03,0.02,0.0,0.0,0.06
12536,ivy the kiwi?,WII,2010.0,puzzle,Rising Star Games,0.04,0.02,0.0,0.0,0.06
12537,killer loop,PS,1999.0,racing,Crave Entertainment,0.03,0.02,0.0,0.0,0.06
12538,cabela's dangerous hunts: ultimate challenge,PSP,2006.0,sports,Activision Value,0.06,0.0,0.0,0.0,0.06
12539,xiaolin showdown,PSP,2006.0,action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
12540,worldwide soccer,SAT,1994.0,sports,Sega,0.0,0.0,0.06,0.0,0.06
12541,toriko: gourmet battle!,3DS,2013.0,role-playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12543,zoo tycoon: complete collection,PC,2003.0,strategy,Microsoft Game Studios,0.03,0.02,0.0,0.01,0.06
12545,commandos: strike force,PS2,2006.0,shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06
12546,mobile suit gundam: gundam vs. zeta gundam,PS2,2004.0,shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06
12550,guilty gear x: advance edition,GBA,2002.0,fighting,Sammy Corporation,0.04,0.02,0.0,0.0,0.06
12552,zoo tycoon 2,PC,2004.0,strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06
12553,fate/tiger colosseum upper,PSP,2008.0,fighting,Capcom,0.0,0.0,0.06,0.0,0.06
12554,zaidan houjin nippon kanji nouryoku kentei kyoukai kounin: kanken ds3 deluxe,DS,2009.0,misc,Rocket Company,0.0,0.0,0.06,0.0,0.06
12556,theresia...,DS,2008.0,adventure,Arc System Works,0.06,0.0,0.0,0.0,0.06
12557,pop cutie! street fashion simulation,DS,2008.0,simulation,Tecmo Koei,0.06,0.0,0.0,0.0,0.06
12558,top gun: hard lock,X360,2012.0,action,505 Games,0.03,0.02,0.0,0.0,0.06
12562,genkai tokki: moero crystal,PSV,2015.0,role-playing,Compile Heart,0.0,0.0,0.06,0.0,0.06
12563,pachipara 13: super umi no pachi-pro fuuunroku,PS2,2006.0,misc,Irem Software Engineering,0.0,0.0,0.06,0.0,0.06
12566,satisfashion,DS,2010.0,misc,Destineer,0.06,0.0,0.0,0.0,0.06
12567,world soccer winning eleven 9 (us sales),PSP,2005.0,sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
12568,winning post 4 maximum,PS2,2000.0,sports,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
12570,match 3 madness,DS,2010.0,puzzle,Foreign Media Games,0.0,0.05,0.0,0.01,0.06
12571,exhibition volume 5,XB,2004.0,misc,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.06
12572,record of lodoss war: eiyuu sensou,SCD,1994.0,role-playing,Sega,0.0,0.0,0.06,0.0,0.06
12573,ducktales: remastered,WIIU,2013.0,action,Capcom,0.05,0.0,0.0,0.0,0.06
12576,starry ? sky: in summer,PSP,2010.0,misc,Asgard,0.0,0.0,0.06,0.0,0.06
12577,imagine: resort owner,DS,2010.0,strategy,Ubisoft,0.05,0.0,0.0,0.0,0.06
12578,pro yakyuu netsu star 2007,PS2,2007.0,sports,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12579,klonoa beach volleyball,PS,2002.0,sports,Namco Bandai Games,0.03,0.02,0.0,0.0,0.06
12580,melty blood: actress again,PS2,2009.0,fighting,Ecole,0.0,0.0,0.06,0.0,0.06
12582,izuna 2: the unemployed ninja returns,DS,2007.0,role-playing,Success,0.05,0.0,0.0,0.0,0.06
12584,centipede: infestation,WII,2011.0,shooter,Atari,0.06,0.0,0.0,0.0,0.06
12585,mercury meltdown,PSP,2006.0,action,Atari,0.05,0.01,0.0,0.01,0.06
12586,singstar mallorca party,PS3,2009.0,misc,Sony Computer Entertainment,0.0,0.04,0.0,0.02,0.06
12587,3d lemmings,PS,1995.0,puzzle,Psygnosis,0.03,0.02,0.0,0.0,0.06
12588,hi hi puffy amiyumi: kaznapped,GBA,2005.0,action,D3Publisher,0.04,0.02,0.0,0.0,0.06
12591,broken sword: the shadow of the templars,GBA,2002.0,adventure,BAM! Entertainment,0.04,0.02,0.0,0.0,0.06
12593,summon night 6: lost borders,PSV,2016.0,action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12594,tenchi muyou! ryoukouki gokuraku,SAT,1995.0,adventure,Yumedia,0.0,0.0,0.06,0.0,0.06
12596,jacqueline wilson's tracy beaker: the game,DS,2009.0,misc,P2 Games,0.0,0.05,0.0,0.0,0.06
12599,doraemon: nobita no uchuu eiyuuki,3DS,2015.0,action,FuRyu,0.0,0.0,0.06,0.0,0.06
12600,trapt,PS2,2005.0,action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06
12601,jewel legends: tree of life,DS,2011.0,puzzle,Rising Star Games,0.0,0.05,0.0,0.01,0.06
12602,splat renegade paintball,XB,2005.0,sports,Take-Two Interactive,0.04,0.01,0.0,0.0,0.06
12603,zendoku,DS,2007.0,puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.06
12604,metal max 4: gekkou no diva,3DS,2013.0,role-playing,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06
12608,crazy chicken: pharaoh's treasure,DS,2007.0,puzzle,Phenomedia,0.05,0.0,0.0,0.0,0.06
12610,magi: aratanaru sekai,3DS,2014.0,role-playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12611,popolocrois,PSP,2005.0,role-playing,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06
12612,mahouka koukou no rettousei: out of order,PSV,2014.0,adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12613,dragon rage,PS2,2001.0,shooter,3DO,0.03,0.02,0.0,0.01,0.06
12614,lord of magna: maiden heaven,3DS,2014.0,role-playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06
12615,dig dug: digging strike,DS,2005.0,puzzle,Atari,0.05,0.0,0.0,0.0,0.06
12616,dance sensation!,WII,2010.0,misc,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06
12617,brave: a warrior's tale,WII,2009.0,action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
12618,ansatsu kyoushitsu: assassin ikusei keikaku!!,3DS,2016.0,action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12619,raw danger! (jp sales),PS2,2006.0,action,505 Games,0.0,0.0,0.06,0.0,0.06
12620,archer maclean presents: pool paradise,PS2,2004.0,sports,Ignition Entertainment,0.03,0.02,0.0,0.01,0.06
12621,tabi no yubisashi kaiwachou ds: ds series 3 kankoku,DS,2006.0,misc,Nintendo,0.0,0.0,0.06,0.0,0.06
12622,winx club: mission enchantix,DS,2008.0,adventure,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.06
12623,petz bunnyz bunch,DS,2011.0,simulation,Ubisoft,0.05,0.0,0.0,0.0,0.06
12624,s.t.a.l.k.e.r.: shadow of chernobyl,PC,2007.0,shooter,THQ,0.01,0.04,0.0,0.01,0.06
12625,backyard skateboarding 2006,GBA,2004.0,sports,Atari,0.04,0.02,0.0,0.0,0.06
12629,gegege no kitarou: youkai daigekisen,DS,2008.0,action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12630,emblem of gundam,DS,2008.0,strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12631,the fast and the furious,PS2,2006.0,racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06
12632,gem smashers,WII,2011.0,platform,Crave Entertainment,0.05,0.0,0.0,0.0,0.06
12634,g-police: weapons of justice,PS,1999.0,action,Psygnosis,0.03,0.02,0.0,0.0,0.06
12635,killing zone,PS,1996.0,fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06
12637,policenauts,3DO,1995.0,adventure,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12638,adventures of lolo,NES,1989.0,puzzle,HAL Laboratory,0.06,0.0,0.0,0.0,0.06
12639,quiz! hexagon ii,DS,2010.0,misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12640,game of thrones (telltale),PS3,2015.0,adventure,Telltale Games,0.02,0.03,0.0,0.01,0.06
12641,call of duty: the war collection,X360,2010.0,shooter,Activision,0.05,0.0,0.0,0.0,0.06
12644,racing gears advance,GBA,2004.0,racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06
12645,jewel master: cradle of persia,DS,2012.0,puzzle,Rising Star Games,0.0,0.05,0.0,0.01,0.06
12646,project setsuna,PS4,2016.0,role-playing,Square Enix,0.0,0.0,0.06,0.0,0.06
12650,daito giken koushiki pachi-slot simulator: shin yoshimune,PS2,2008.0,misc,Paon,0.0,0.0,0.06,0.0,0.06
12651,tanjou s debut,SAT,1996.0,simulation,NEC Interchannel,0.0,0.0,0.06,0.0,0.06
12652,nendoroid generation,PSP,2012.0,role-playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12654,pop'n twinbee: rainbow bell adventure,SNES,1993.0,platform,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12655,honeycomb beat,DS,2006.0,puzzle,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
12656,broken helix,PS,1997.0,action,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.06
12658,katekyoo hitman reborn! ds fate of heat iii - yuki no shugosha raishuu!,DS,2010.0,role-playing,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06
12661,hajime no ippo portable: victorious spirits,PSP,2007.0,fighting,Grand Prix Games,0.0,0.0,0.06,0.0,0.06
12662,nanostray,DS,2005.0,shooter,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06
12663,cmt presents: karaoke revolution country,PS2,2006.0,misc,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
12664,katekyoo hitman reborn! ds: flame rumble mukuro kyoushuu,DS,2007.0,fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06
12665,cid to chocobo no fushigi na dungeon: toki wasure no meikyuu ds+,DS,2008.0,role-playing,Square Enix,0.0,0.0,0.06,0.0,0.06
12666,vitamin x to z,PSP,2011.0,adventure,D3Publisher,0.0,0.0,0.06,0.0,0.06
12668,flip's twisted world,WII,,platform,Unknown,0.05,0.0,0.0,0.0,0.06
12669,tom clancy's ghost recon: advanced warfighter,PS2,2006.0,shooter,Ubisoft,0.03,0.02,0.0,0.01,0.06
12670,urban chaos: riot response,PS2,2006.0,shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06
12671,generation of chaos,PSP,2005.0,role-playing,Midas Interactive Entertainment,0.05,0.0,0.0,0.0,0.06
12672,teenage mutant ninja turtles ii: back from the sewers,GB,1991.0,action,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12673,gormiti: the lords of nature!,DS,2010.0,adventure,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
12674,the sims 2: university,PC,2005.0,simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06
12675,pucca power up,DS,2011.0,platform,Rising Star Games,0.04,0.02,0.0,0.0,0.06
12678,real soccer 2009,DS,2008.0,sports,Ubisoft,0.05,0.0,0.0,0.0,0.06
12679,world championship athletics,WII,2009.0,sports,DTP Entertainment,0.04,0.01,0.0,0.0,0.06
12681,yomawari,PSV,2015.0,adventure,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.06
12682,real bout garou densetsu special: dominated mind,PS,1998.0,fighting,SNK,0.0,0.0,0.05,0.0,0.06
12683,jumble madness,DS,2009.0,puzzle,Destineer,0.06,0.0,0.0,0.0,0.06
12684,vampire rain: altered species,PS3,2008.0,action,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06
12685,sumikko gurashi: mura o tsukurundesu,3DS,2016.0,misc,Nippon Columbia,0.0,0.0,0.06,0.0,0.06
12687,minna no sukkiri,PSP,2009.0,sports,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06
12688,scurge: hive,DS,2006.0,action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
12691,romance of the three kingdoms 13,PS4,2015.0,action,Tecmo Koei,0.01,0.0,0.05,0.0,0.06
12692,noddy in toyland,DS,2011.0,misc,GSP,0.0,0.05,0.0,0.01,0.06
12693,aquarium by ds,DS,2008.0,simulation,Mercury Games,0.05,0.0,0.0,0.0,0.06
12695,ride to hell,X360,2013.0,racing,Deep Silver,0.04,0.01,0.0,0.0,0.06
12696,burning rangers,SAT,1998.0,platform,Sega,0.0,0.0,0.06,0.0,0.06
12697,mana khemia: alchemists of al-revis,PS2,2007.0,role-playing,Nippon Ichi Software,0.03,0.02,0.0,0.01,0.06
12698,katekyoo hitman reborn! ds flame rumble xx - kessen! shin 6 chouka,DS,2010.0,action,Takara Tomy,0.0,0.0,0.06,0.0,0.06
12699,interplay sports baseball 2000,PS,1999.0,sports,Interplay,0.03,0.02,0.0,0.0,0.06
12700,zone of the enders: the fist of mars,GBA,2001.0,role-playing,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06
